12.028, 13.352, 126.367
11.985, 11.352, 126.367
11.943, 9.352, 126.367
11.901, 7.353, 126.367
11.874, 5.353, 126.18
11.855, 3.353, 126.18
11.837, 1.353, 126.18
11.835, -0.647, 123.926
11.844, -2.647, 121.63
11.854, -4.647, 119.289
11.891, -6.646, 116.901
11.934, -8.646, 114.463
11.99, -10.645, 111.972
12.073, -12.643, 109.425
12.162, -14.641, 106.817
12.293, -16.637, 104.143
12.433, -18.632, 101.399
12.625, -20.623, 98.579
12.847, -22.61, 95.676
13.113, -24.592, 92.682
13.466, -26.56, 89.588
13.904, -28.511, 86.384
14.473, -30.426, 83.059
15.251, -32.265, 79.597
16.43, -33.862, 76
18.192, -34.695, 76
20.122, -34.306, 79.024
21.82, -33.264, 108.096
23.344, -31.97, 114.748
24.757, -30.556, 116.915
26.099, -29.073, 114.477
27.402, -27.555, 111.987
28.681, -26.018, 109.44
29.95, -24.473, 106.832
31.22, -22.927, 104.159
32.5, -21.391, 101.416
33.801, -19.871, 98.596
35.132, -18.379, 95.693
36.507, -16.927, 92.7
37.94, -15.532, 89.607
39.447, -14.218, 86.403
41.057, -13.035, 83.077
42.801, -12.061, 79.616
44.679, -11.386, 76
46.544, -11.216, 0
46.544, -11.216, 0
66.46, -9.392, 0
endData
141
127
200
12.028, 13.352, 9.591, -78.623, 29.895, -10.2, 46.544, -11.216
#PATH.JERRYIO-DATA {"appVersion":"0.6.0","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"Ubc0whRc1K","x":12.027792352767175,"y":13.35158043750792,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"QYBnrdjack","x":9.591372564900766,"y":-78.62326655444903,"lock":false,"visible":true,"__type":"control"},{"uid":"uhjXeFPQGp","x":29.89487079712084,"y":-10.20047751186737,"lock":false,"visible":true,"__type":"control"},{"uid":"iPeY7zD9CF","x":46.543739347541305,"y":-11.215652423478373,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"511HzBeqUj"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":76,"to":127},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.059},"maxDecelerationRate":141},"name":"Path","uid":"C8lAnVkyl2","lock":false,"visible":true}]}
